username,yearmonth,videos_per_month,hashtag_names,post_duet,high_level_cat,broad_categories
superockstar101,201802,1,3,0,Others,Family & Relationships
superockstar101,201807,4,2,0,"Others, Comedy","Humor & Fun, Family & Relationships"
superockstar101,201810,1,3,0,Others,Family & Relationships
superockstar101,202106,4,6,1,"music, Others, Others
","Music & Dance, Family & Relationships"
superockstar101,202107,6,6,1,"music, Others, Comedy","Humor & Fun, Music & Dance, Family & Relationships"
superockstar101,202108,1,3,1,Others,Family & Relationships
krazygrl6,201802,4,7,0,"music, Others","Music & Dance, Family & Relationships"
krazygrl6,201804,1,7,0,Others,Family & Relationships
krazygrl6,201807,5,14,0,"comedy, Others","Family & Relationships, Humor & Fun"
krazygrl6,201808,2,9,0,"comedy, Others","Family & Relationships, Humor & Fun"
krazygrl6,201902,3,10,0,"No description, Others",Family & Relationships
krazygrl6,201903,5,13,0,"music, No description, comedy, Others","Family & Relationships, Music & Dance, Humor & Fun"
krazygrl6,201904,18,36,1,"music, art, comedy, Others, Art, dance, Others, LGBTQ+,Others, comedy, music, lgbt","Family & Relationships, Art & Creativity, Music & Dance, Humor & Fun"
krazygrl6,201905,6,12,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
krazygrl6,201906,4,16,1,"Others, Pets",Family & Relationships
krazygrl6,201907,5,14,1,"fashion, fashion, cosplay, Others","Beauty & Fashion, Family & Relationships"
krazygrl6,201908,1,6,1,Others,Family & Relationships
krazygrl6,201909,5,10,1,"aesthetic, mood, lgbt, makeup, No description, makeup, Others","Emotional & Mental Health, Family & Relationships"
krazygrl6,201911,2,9,1,"comedy, dance","Music & Dance, Humor & Fun"
krazygrl6,201912,2,7,1,comedy,Humor & Fun
krazygrl6,202001,3,9,1,"Technology, Others, Music, LGBT, Makeup, Comedy","Beauty & Fashion, Humor & Fun, Technology & Innovation, Family & Relationships"
krazygrl6,202002,3,9,1,"comedy, Others, dance","Family & Relationships, Music & Dance, Humor & Fun"
krazygrl6,202003,10,20,1,"fashion, time travel, dance, Others, comedy, fashion, music, dance, Crafts","Music & Dance, Family & Relationships, Beauty & Fashion, Art & Creativity, Humor & Fun"
krazygrl6,202004,1,0,1,Comedy,Humor & Fun
krazygrl6,202010,7,25,1,"Others, comedy, skincare, comedy, fashion, makeup","Humor & Fun, Beauty & Fashion, Family & Relationships"
krazygrl6,202011,4,9,1,"Beauty, Skincare, Others, Beauty, Self-care","Wellness & Self-Care, Family & Relationships"
krazygrl6,202012,1,1,1,Others,Family & Relationships
krazygrl6,202105,1,8,1,Others,Family & Relationships
krazygrl6,202109,3,11,1,"Others, Crafts","Art & Creativity, Family & Relationships"
krazygrl6,202110,8,20,1,"music, dance, Others, Comedy","Humor & Fun, Music & Dance, Family & Relationships"
krazygrl6,202111,7,25,1,"Others, fashion, Comedy, music, dance, No description","Beauty & Fashion, Humor & Fun, Music & Dance, Family & Relationships"
krazygrl6,202112,17,44,1,"music, fashion, beauty, Family Dynamics, Social Media, Others, Comedy","Beauty & Fashion, Humor & Fun, Music & Dance, Family & Relationships"
krazygrl6,202201,2,5,1,"music, No description",Music & Dance
krazygrl6,202202,2,2,1,"No description, animation, music",Music & Dance
krazygrl6,202203,2,7,1,"music, Comedy","Music & Dance, Humor & Fun"
krazygrl6,202206,1,0,1,No description,Others
xnadahasan,201802,2,5,0,"Others, Music, Dance",Family & Relationships
xnadahasan,201807,1,0,0,No description,Others
xnadahasan,201810,5,1,0,"No description, Others, dance","Music & Dance, Family & Relationships"
xnadahasan,201811,6,1,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
xnadahasan,201812,7,3,1,"Travel, Others, Comedy, music, dance, No description","Humor & Fun, Music & Dance, Travel & Exploration, Family & Relationships"
musical_demon_kitty,201802,1,1,0,Others,Family & Relationships
musical_demon_kitty,201803,1,0,0,Others,Family & Relationships
musical_demon_kitty,201810,1,0,0,No description,Others
musical_demon_kitty,201811,16,2,0,"Fantasy, Others, Fantasy, Comedy, Comedy, No description","Humor & Fun, Family & Relationships"
musical_demon_kitty,201812,1,0,0,No description,Others
musical_demon_kitty,202005,1,0,0,Others,Family & Relationships
musical_demon_kitty,202006,1,1,0,Others,Family & Relationships
musical_demon_kitty,202112,1,1,0,Others,Family & Relationships
musical_demon_kitty,202209,1,0,0,No description,Others
musical_demon_kitty,202210,1,3,0,Others,Family & Relationships
kkummer45227,201710,2,4,0,Music,Others
kkummer45227,201711,10,4,0,"Others, Music, Music, Dance, No description, Music, Comedy","Humor & Fun, Family & Relationships"
kkummer45227,201801,1,0,0,Others,Family & Relationships
kkummer45227,201802,7,5,0,"Others, Comedy","Humor & Fun, Family & Relationships"
kkummer45227,201803,3,2,0,"Travel, Others","Travel & Exploration, Family & Relationships"
lover0504,201802,1,0,0,Others,Family & Relationships
lover0504,201803,1,0,0,Others,Family & Relationships
lover0504,201804,13,1,1,Others,Family & Relationships
lover0504,201805,8,1,1,"No description, Others",Family & Relationships
lover0504,201806,1,0,1,No description,Others
lover0504,201807,1,0,1,Others,Family & Relationships
sraze_raze,201802,16,1,0,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
sraze_raze,201803,2,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
sraze_raze,201804,2,0,0,"gaming, Others",Family & Relationships
sraze_raze,201807,2,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
sraze_raze,201808,2,0,0,"Gaming, Others","Family & Relationships, Gaming & Entertainment"
kenaia_bhadd12,201802,1,0,0,Others,Family & Relationships
kenaia_bhadd12,201805,3,0,0,"No description, Others",Family & Relationships
kenaia_bhadd12,201810,1,0,0,Others,Family & Relationships
kenaia_bhadd12,201811,7,1,1,"fashion, Others, Comedy, dance","Beauty & Fashion, Humor & Fun, Music & Dance, Family & Relationships"
kenaia_bhadd12,201812,11,1,1,"comedy,dance, Holidays, Others",Family & Relationships
kenaia_bhadd12,201901,5,0,1,"dance, birthday messages, Others","Music & Dance, Family & Relationships"
kenaia_bhadd12,201902,5,0,1,"No description, Others, dance","Music & Dance, Family & Relationships"
kenaia_bhadd12,201903,8,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
kenaia_bhadd12,201904,2,0,1,No description,Others
kenaia_bhadd12,201905,5,0,1,"No description, Others",Family & Relationships
kenaia_bhadd12,201906,3,0,1,"Others, Comedy","Humor & Fun, Family & Relationships"
kenaia_bhadd12,201907,3,1,1,"No description, Others",Family & Relationships
kenaia_bhadd12,201908,2,0,1,Others,Family & Relationships
kenaia_bhadd12,201909,2,0,1,"No description, Others",Family & Relationships
kenaia_bhadd12,201910,1,0,1,No description,Others
kenaia_bhadd12,201911,1,0,1,"music, dance",Music & Dance
kenaia_bhadd12,201912,4,0,1,No description,Others
kenaia_bhadd12,202001,1,0,1,No description,Others
kenaia_bhadd12,202003,12,0,1,"No description, Others, dance","Music & Dance, Family & Relationships"
kenaia_bhadd12,202004,20,0,1,"No description, comedy, Others, Comedy","Family & Relationships, Humor & Fun"
kenaia_bhadd12,202005,13,0,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202006,9,0,1,No description,Others
kenaia_bhadd12,202007,5,0,1,No description,Others
kenaia_bhadd12,202008,4,0,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202009,22,2,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202010,16,3,1,"No description, comedy, Others","Family & Relationships, Humor & Fun"
kenaia_bhadd12,202011,15,3,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
kenaia_bhadd12,202012,7,1,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202101,2,0,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202102,2,0,1,No description,Others
kenaia_bhadd12,202103,4,0,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202104,7,1,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202105,2,0,1,No description,Others
kenaia_bhadd12,202106,1,0,1,No description,Others
kenaia_bhadd12,202107,3,1,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202111,2,0,1,No description,Others
kenaia_bhadd12,202207,2,0,1,Comedy,Humor & Fun
kenaia_bhadd12,202208,3,1,1,"comedy, dance, No description, Others","Family & Relationships, Music & Dance, Humor & Fun"
kenaia_bhadd12,202209,2,0,1,No description,Others
kenaia_bhadd12,202210,2,0,1,No description,Others
kenaia_bhadd12,202211,3,4,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202212,1,0,1,No description,Others
kenaia_bhadd12,202302,1,1,1,Others,Family & Relationships
kenaia_bhadd12,202305,1,0,1,No description,Others
kenaia_bhadd12,202306,2,1,1,"No description, Others",Family & Relationships
kenaia_bhadd12,202308,3,0,1,"No description, Others",Family & Relationships
ibnthewind,201810,31,2,1,"Travel, Others, Comedy","Humor & Fun, Travel & Exploration, Family & Relationships"
ibnthewind,201811,78,11,1,"acting, music, Home decor, dance, LGBTQ+, family, Others, comedy, Comedy, Family, No description, Dance
, Social Media","Humor & Fun, Cultural & Social Issues, Music & Dance, Family & Relationships"
ibnthewind,202303,1,0,1,No description,Others
jadezyoungz,201802,42,34,0,"dance, Others, Music, music, dance, comedy, fashion, Comedy, No description","Humor & Fun, Beauty & Fashion, Music & Dance, Family & Relationships"
imyour._.rosiedayy,202210,10,3,0,"music, Music, Others, Others, Music, K-pop, music, dance","Music & Dance, Family & Relationships"
imyour._.rosiedayy,202212,1,4,0,"music, dance",Music & Dance
imyour._.rosiedayy,202302,1,4,0,Others,Family & Relationships
imyour._.rosiedayy,202304,1,3,0,Others,Family & Relationships
imyour_.rosiedayy,202306,1,3,0,Others,Family & Relationships
rosiedayy,201803,1,0,0,Others,Family & Relationships
rosiedayy,201810,23,4,0,"ASMR, Food, Others, Comedy","Humor & Fun, Family & Relationships"
rosiedayy,201811,63,57,0,"music,dance, comedy, lipsync, dance, music, Dare/Challenge, dance, sports, Travel, Others, cooking, Tech, Others, travel, comedy, fashion, Travel, Comedy, Comedy, No description","Music & Dance, Competition & Challenges, Family & Relationships, Travel & Exploration, Food & Cuisine, Beauty & Fashion, Humor & Fun"
rosiedayy,201812,9,5,0,"No description, Others",Family & Relationships
rosiedayy,202012,2,14,0,"Others, fashion, beauty","Beauty & Fashion, Family & Relationships"
rosiedayy,202101,1,4,0,Travel,Travel & Exploration
rosiedayy,202211,5,0,0,"Travel, cooking, Others","Food & Cuisine, Travel & Exploration, Family & Relationships"
rosiedayy,202212,3,0,0,"No description, Others",Family & Relationships
rosiedayy,202301,2,0,0,"No description, Travel",Travel & Exploration
rosiedayy,202302,3,0,0,"celebrations, Others",Family & Relationships
rosiedayy,202303,3,0,0,"travel, Travel",Travel & Exploration
rosiedayy,202304,3,0,0,"No description, Others",Family & Relationships
rosiedayy,202305,4,0,0,"Music, Festivals, Others",Family & Relationships
rosiedayy,202306,5,0,0,"Travel, Others, Others","Travel & Exploration, Family & Relationships"
rosiedayy,202307,17,1,0,"Travel, Others, travel, fashion, No description","Beauty & Fashion, Travel & Exploration, Family & Relationships"
rosiedayy,202308,7,1,0,"music, Travel, Others","Music & Dance, Travel & Exploration, Family & Relationships"
rosiedayy,202309,2,0,0,No description,Others
rosiedayy._annyeong,202109,4,8,0,Others,Family & Relationships
rosiedayy._annyeong,202110,1,12,0,Others,Family & Relationships
jayjay_fly,201802,2,0,0,"Others, Music",Family & Relationships
jayjay_fly,201803,2,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
jayjay_fly,201805,1,0,0,comedy,Humor & Fun
jayjay_fly,201808,1,0,0,comedy,Humor & Fun
jayjay_fly,201810,31,4,1,"music, Others, Music, comedy, fashion, Comedy, music, dance","Humor & Fun, Beauty & Fashion, Music & Dance, Family & Relationships"
jayjay_fly,201811,90,5,1,"music, dance, cooking, Others, Music, Comedy, Relationships, travel, comedy, fashion, comedy, music, Comedy, performing arts, music,Others, No description","Music & Dance, Family & Relationships, Travel & Exploration, Food & Cuisine, Beauty & Fashion, Humor & Fun"
jayjay_fly,201812,73,4,1,"music,dance, music, Tattoos, Travel, romance, Others, Music, comedy, Comedy, Others
, No description","Humor & Fun, Music & Dance, Travel & Exploration, Family & Relationships"
jayjay_fly,201901,77,5,1,"music, cooking, Others, Music, music, dance, Others, fashion, Comedy, music, dance, Motivational, Others","Personal Development & Growth, Music & Dance, Family & Relationships, Food & Cuisine, Beauty & Fashion, Humor & Fun"
jayjay_fly,201902,67,6,1,"Music, Others, music, dance, Relationships, Art, DIY, Home Improvement, Music,Others, Travel, Others, Comedy, Relationships, comedy, fashion, Comedy, Travel, Others, comedy, culture","Music & Dance, Family & Relationships, Travel & Exploration, Beauty & Fashion, Art & Creativity, Humor & Fun"
jayjay_fly,201903,73,3,1,"music, Comedy, Others, dance, fashion, beauty, Comedy, Cosplay, Others, Music, comedy, fashion, Pets/Animals, Comedy, motivation, relationships, Motivational, Others, No description, Inspirational, Self-Help","Pets & Animal Welfare, Personal Development & Growth, Music & Dance, Family & Relationships, Beauty & Fashion, Humor & Fun"
jayjay_fly,201904,49,6,1,"Relationships, Others, music, Travel, Others, comedy, fashion, Comedy, Comedy, Others, motivation, Others, Travel, Others","Music & Dance, Family & Relationships, Travel & Exploration, Beauty & Fashion, Humor & Fun"
jayjay_fly,201905,91,6,1,"music, dance, Art, Others, Comedy, Self-help, comedy, Comedy, motivation, self-love, music, dance, Travel, Others","Music & Dance, Family & Relationships, Wellness & Self-Care, Travel & Exploration, Art & Creativity, Humor & Fun"
jayjay_fly,201906,85,6,1,"romance, relationships, music, Relationships, Fashion, Others, Motivational, Others, Travel, Others, comedy, Comedy, Television, Entertainment","Personal Development & Growth, Music & Dance, Humor & Entertainment, Family & Relationships, Travel & Exploration, Fashion & Style, Humor & Fun"
jayjay_fly,201907,81,5,1,"comedy, fashion, music, dance, Others, Emotional Support, Others, comedy, comedy, relationships, fashion, Comedy, Comedy, Others, fashion, comedy, Motivational, Others","Personal Development & Growth, Music & Dance, Family & Relationships, Beauty & Fashion, Humor & Fun"
jayjay_fly,201908,100,7,1,"Fitness, Comedy, Music, Others, music, Television, Nostalgia, dance, Motivational, Others, Others, fashion,lifestyle, comedy, fashion, Comedy, Comedy, Others, Pets/Animals, Fashion, Others, Travel, Others","Pets & Animal Welfare, Personal Development & Growth, Music & Dance, Family & Relationships, Travel & Exploration, Beauty & Fashion, Fashion & Style, Humor & Fun"
jayjay_fly,201909,61,5,1,"music, dance, Others, Motivation, Self-Empowerment, Others, comedy, Comedy, Comedy, Others, Motivational, Others, Fashion, Beauty","Personal Development & Growth, Music & Dance, Family & Relationships, Wellness & Self-Care, Fashion & Style, Humor & Fun"
jayjay_fly,201910,42,3,1,"Music, Dance, Others, Others, comedy, fashion, Comedy, Beauty, Others","Humor & Fun, Beauty & Fashion, Family & Relationships"
jayjay_fly,201911,25,5,1,"Television, Nostalgia, Travel, Others, comedy, fashion, Comedy","Humor & Fun, Beauty & Fashion, Travel & Exploration, Family & Relationships"
jayjay_fly,201912,54,8,1,"music, Fashion, Others, Motivational, Religion, Others, Music, Music, Dance, comedy, fashion, Comedy, Family, Positive Content, Motivational, Others, Motivation, Others, Fashion","Personal Development & Growth, Music & Dance, Family & Relationships, Beauty & Fashion, Fashion & Style, Humor & Fun"
jayjay_fly,202001,25,4,1,"music, Motivation, celebrity, music, Others, motivation, fashion,Others, comedy, Comedy, Travel, Others, Fashion, Fitness","Personal Development & Growth, Music & Dance, Family & Relationships, Travel & Exploration, Fashion & Style, Humor & Fun"
jayjay_fly,202002,13,3,1,"family,content, Others, dance, Others, comedy, Comedy","Humor & Fun, Music & Dance, Family & Relationships"
jayjay_fly,202003,39,6,1,"motivation, self-care, relationship, Others, relationship, positivity, Relationships, Travel, Others, comedy, fashion, Comedy, Motivational, Others, dance, comedy","Emotional & Mental Health, Personal Development & Growth, Music & Dance, Family & Relationships, Travel & Exploration, Beauty & Fashion, Humor & Fun"
jayjay_fly,202004,41,5,1,"Relationships, Others, music, Motivation, fashion, beauty, Relationships, Dance, Music, Others, comedy, fashion, Comedy, Dance, drama, storytelling, Motivation, Others","Personal Development & Growth, Music & Dance, Family & Relationships, Beauty & Fashion, Storytelling & Media, Humor & Fun"
jayjay_fly,202005,57,5,1,"Comedy, Gaming, dance, Beauty/Fashion, Others, comedy, body positivity, self-love, Comedy, Motivational, Others, Fitness","Personal Development & Growth, Music & Dance, Gaming & Entertainment, Family & Relationships, Wellness & Self-Care, Beauty & Fashion, Humor & Fun"
jayjay_fly,202006,25,3,1,"cooking, Others, comedy, Relationships, Motivation, fashion, Comedy, Beauty, Personal Care, Motivational, Others, Travel, Others","Personal Development & Growth, Food & Cuisine, Family & Relationships, Travel & Exploration, Beauty & Fashion, Beauty & Personal Care, Humor & Fun"
jayjay_fly,202007,18,3,1,"dance, Others, comedy, fashion, Comedy","Humor & Fun, Beauty & Fashion, Music & Dance, Family & Relationships"
jayjay_fly,202008,38,7,1,"Anime, Entertainment, music, Motivation, Relationships, Personal Life, Others, comedy, fashion, Comedy, Social Media Campaign, fashion, comedy, Motivation, Others","Social Media & Digital Culture, Personal Development & Growth, Music & Dance, Humor & Entertainment, Family & Relationships, Personal & Social Life, Beauty & Fashion, Humor & Fun"
jayjay_fly,202009,9,5,1,"music, motivational, Others, Others, celebration, Comedy","Humor & Fun, Music & Dance, Family & Relationships"
jayjay_fly,202010,25,5,1,"music, Others, comedy, fashion, Comedy, music, dance","Humor & Fun, Beauty & Fashion, Music & Dance, Family & Relationships"
jayjay_fly,202011,22,6,1,"dance, Others, comedy, Comedy, motivation, Others, Motivational, Others, Fashion","Personal Development & Growth, Music & Dance, Family & Relationships, Fashion & Style, Humor & Fun"
jayjay_fly,202012,47,15,1,"music, Anime, Motivational, Self-help, Relationships, comedy, romance, Gaming, Reaction, cooking, Others, Holidays, comedy, gaming, fashion, Comedy, Motivational, Others, reaction, anime, comedy","Personal Development & Growth, Music & Dance, Gaming & Entertainment, Family & Relationships, Wellness & Self-Care, Food & Cuisine, Beauty & Fashion, Humor & Fun"
jayjay_fly,202101,20,5,1,"music, Comedy, Gaming, Others, fashion, music, Voice Acting, Positive Vibes, Hair and Beauty, motivation, relationships, self-improvement, comedy, fashion, relationship, positive vibes, Comedy","Emotional & Mental Health, Music & Dance, Gaming & Entertainment, Family & Relationships, Beauty & Fashion, Humor & Fun"
jayjay_fly,202102,10,6,1,"Social Issues, fashion, Others, Comedy","Beauty & Fashion, Cultural & Social Issues, Humor & Fun, Family & Relationships"
jayjay_fly,202103,7,5,1,"comedy, Others, Comedy","Family & Relationships, Humor & Fun"
jayjay_fly,202104,19,6,1,"fashion, music, dance, LGBTQ+, Pride, dance, fashion, beauty, Others, Comedy, Motivational, Others","Personal Development & Growth, Music & Dance, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Humor & Fun"
jayjay_fly,202105,40,8,1,"music, celebrity,fan content, dance, Motivational, Others, comedy, Comedy, LGBTQ+, Personal Growth, music, dance","Personal Development & Growth, Music & Dance, Family & Relationships, Cultural & Social Issues, Humor & Fun"
jayjay_fly,202106,31,5,1,"LGBTQ+, Fashion, dance, LGBTQ+, LGBTQ+, Positive Vibes, Others, LGBTQ+, Others, motivation, LGBTQ+, LGBTQ+, Music, comedy, Comedy, Dance, LGBTQ+, Friendship, fashion, LGBTQ+, Comedy, LGBTQ+","Emotional & Mental Health, Music & Dance, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Fashion & Style, Humor & Fun"
jayjay_fly,202107,29,3,1,"Love & Relationships, LGBTQ+, Beauty/Hair Care, Mental Health, Motivation, Others, comedy, Beauty & Makeup, Comedy, motivation, self-love, Motivation, Others, LGBTQ+, Others","Emotional & Mental Health, Personal Development & Growth, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Humor & Fun"
jayjay_fly,202108,18,4,1,"Comedy, Fashion, dance, cooking, Others, comedy, Comedy, Comedy, Others, Fashion","Music & Dance, Family & Relationships, Food & Cuisine, Fashion & Style, Humor & Fun"
jayjay_fly,202109,14,4,1,"LGBTQ+, Personal Life, Celebration, dance, Others, Wellness, Others, music, dance, Others, fashion","Music & Dance, Family & Relationships, Cultural & Social Issues, Personal & Social Life, Wellness & Self-Care, Beauty & Fashion"
jayjay_fly,202110,9,3,1,"Motivation, Others, Others, Motivation/Inspiration, LGBTQ+","Cultural & Social Issues, Personal Development & Growth, Family & Relationships"
jayjay_fly,202111,15,4,1,"music, Holidays,Festivals, Others, comedy, sports, fashion, Comedy, Motivational, Others, LGBTQ+, Others","Personal Development & Growth, Music & Dance, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Humor & Fun"
jayjay_fly,202112,49,6,1,"music, Fitness, Others, fashion, Others, Holiday, Others, Others, comedy, fashion, Comedy, Comedy, Others, Comedy, Social Interaction, LGBTQ+, Others","Music & Dance, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Humor & Fun"
jayjay_fly,202201,56,6,1,"Spirituality, Others, Music, Music,Dance, music, dance, comedy, fashion, Comedy, LGBTQ+, Self-Expression, Positivity, Gaming, fitness, LGBTQ+, Others","Music & Dance, Gaming & Entertainment, Physical Fitness & Health, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Humor & Fun"
jayjay_fly,202202,39,4,1,"LGBTQ+, Positive Vibes, Others, Music, comedy, Comedy, Motivational, Others, Travel, Others, LGBTQ+, Others","Emotional & Mental Health, Personal Development & Growth, Family & Relationships, Cultural & Social Issues, Travel & Exploration, Humor & Fun"
jayjay_fly,202203,75,7,1,"Anime, Entertainment, Comedy, Dance, Others, Music, comedy, Pets, Animals, Comedy, Others
, Tattoo, LGBTQ+, Gaming, Fashion, Others, LGBTQ+, Others, cosplay","Fashion & Style, Gaming & Entertainment, Humor & Entertainment, Family & Relationships, Cultural & Social Issues, Art & Creativity, Humor & Fun"
jayjay_fly,202204,43,6,1,"music, dance, Others, Relationships, LGBTQ+, motivation, LGBTQ+, comedy, Comedy, Comedy, Others","Humor & Fun, Cultural & Social Issues, Music & Dance, Family & Relationships"
jayjay_fly,202205,43,6,1,"music, Fitness, Others, Motivation, Self-help, dance, Others, Music, Motivation, Mental Health, comedy, Comedy, Pets/Animals, Gaming, Fitness","Pets & Animal Welfare, Emotional & Mental Health, Personal Development & Growth, Music & Dance, Gaming & Entertainment, Family & Relationships, Wellness & Self-Care, Humor & Fun"
jayjay_fly,202206,8,5,1,"music, Others, Relationships, LGBTQ+, Comedy, LGBTQ+, Comedy, Others, LGBTQ+, Friendship, Positive Content, LGBTQ+, Others","Humor & Fun, Cultural & Social Issues, Music & Dance, Family & Relationships"
jayjay_fly,202207,49,7,1,"Motivational, Self-love, Body Positivity, Self-Acceptance, Social Awareness, Others, Others, Music, Empowerment, Social Issues, gaming, comedy, comedy, Comedy, mental health awareness, LGBTQ+, Others","Personal Development & Growth, Family & Relationships, Cultural & Social Issues, Wellness & Self-Care, Humor & Fun"
jayjay_fly,202208,34,4,1,"Entertainment, Others, comedy, Comedy, Comedy, Others, LGBTQ+, Others","Humor & Entertainment, Humor & Fun, Cultural & Social Issues, Family & Relationships"
jayjay_fly,202209,30,4,1,"music, Mental Health, Motivation, Others, Music, comedy, Pets/Animals, Comedy","Pets & Animal Welfare, Emotional & Mental Health, Personal Development & Growth, Music & Dance, Family & Relationships, Humor & Fun"
jayjay_fly,202210,22,5,1,"Others, Comedy, music, Others","Humor & Fun, Music & Dance, Family & Relationships"
jayjay_fly,202211,18,4,1,"dance, Others, LGBTQ+, Confidence, Positive Vibes, fashion, Comedy, Gaming","Emotional & Mental Health, Music & Dance, Gaming & Entertainment, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Humor & Fun"
jayjay_fly,202212,13,5,1,"music, fashion, Others, Others, Comedy, Holidays","Beauty & Fashion, Humor & Fun, Music & Dance, Family & Relationships"
jayjay_fly,202301,14,4,1,"Fashion, Others, Comedy, Music","Humor & Fun, Fashion & Style, Family & Relationships"
jayjay_fly,202302,7,4,1,"Pets/Animals, Others, Fitness","Pets & Animal Welfare, Family & Relationships"
jayjay_fly,202303,12,4,1,"dance, Others, Music, Dance, Comedy, Motivational, Others","Humor & Fun, Personal Development & Growth, Music & Dance, Family & Relationships"
jayjay_fly,202304,7,4,1,"Others, Music",Family & Relationships
jayjay_fly,202305,2,4,1,Others,Family & Relationships
jayjay_fly,202306,5,4,1,"Others, Comedy","Humor & Fun, Family & Relationships"
jayjay_fly,202307,2,4,1,"Music, Comedy, Comedy",Humor & Fun
jayjay_fly,202308,6,4,1,"Fashion, Others, Others, Comedy","Humor & Fun, Fashion & Style, Family & Relationships"
chaseywhasey06,201802,5,0,0,Others,Family & Relationships
chaseywhasey06,201805,1,0,0,No description,Others
chaseywhasey06,201811,1,0,0,Others,Family & Relationships
chaseywhasey06,201812,5,0,0,Others,Family & Relationships
chaseywhasey06,201901,1,0,0,Others,Family & Relationships
chaseywhasey06,201903,3,0,0,"comedy, No description, Others","Family & Relationships, Humor & Fun"
chaseywhasey06,201904,2,0,0,"Gaming, Others","Family & Relationships, Gaming & Entertainment"
chaseywhasey06,201905,1,0,0,Music,Others
guamisgood671,201802,2,0,0,Others,Family & Relationships
guamisgood671,201812,2,0,0,No description,Others
guamisgood671,201901,3,0,0,No description,Others
guamisgood671,201903,6,2,0,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
guamisgood671,201904,1,1,0,comedy,Humor & Fun
guamisgood671,201909,1,0,0,No description,Others
guamisgood671,201910,1,0,0,Others,Family & Relationships
guamisgood671,201912,1,0,0,No description,Others
loveyoux12345678910,201802,1,0,0,Others,Family & Relationships
loveyoux12345678910,201804,2,0,0,"No description, Others",Family & Relationships
loveyoux12345678910,201805,1,0,0,Others,Family & Relationships
loveyoux12345678910,201808,2,0,0,"No description, Others",Family & Relationships
loveyoux12345678910,201810,7,1,1,"music, dance, No description, Others","Music & Dance, Family & Relationships"
loveyoux12345678910,201811,30,1,1,"No description, Holidays, Others",Family & Relationships
loveyoux12345678910,201812,10,0,1,"No description, Others",Family & Relationships
loveyoux12345678910,201902,1,0,1,No description,Others
loveyoux12345678910,201904,1,0,1,Others,Family & Relationships
loveyoux12345678910,201905,14,1,1,"No description, Others, Health","Health & Fitness, Family & Relationships"
juniyajohnson1,201802,44,5,0,"Celebration, No description, Others, dance","Music & Dance, Family & Relationships"
jevalenwade,201801,2,1,0,"Others, dance","Music & Dance, Family & Relationships"
jevalenwade,201802,10,1,0,"music, Others, Music, Comedy, Dance","Humor & Fun, Music & Dance, Family & Relationships"
jevalenwade,201803,13,1,0,"music, dance, dance,music, Others, Music, No description, music, Others","Music & Dance, Family & Relationships"
jevalenwade,201804,15,3,0,"No description, fashion, Others, dance","Beauty & Fashion, Music & Dance, Family & Relationships"
jevalenwade,201805,4,0,0,"Others, Sports","Sports & Adventure, Family & Relationships"
oliviabenson53,201802,1,3,0,Others,Family & Relationships
oliviabenson53,201806,1,1,0,Others,Family & Relationships
oliviabenson53,201807,15,7,1,"music, Others","Music & Dance, Family & Relationships"
oliviabenson53,201808,1,1,1,Others,Family & Relationships
oliviabenson53,201812,10,10,1,"music, Others, Music, Music, Dance, No description","Music & Dance, Family & Relationships"
missbossy7,201802,10,6,0,"No description, fashion, Others","Beauty & Fashion, Family & Relationships"
missbossy7,201810,1,0,0,Others,Family & Relationships
missbossy7,201811,72,2,1,"No description, Others",Family & Relationships
missbossy7,201812,1,0,1,Others,Family & Relationships
missbossy7,202012,1,1,1,Others,Family & Relationships
missbossy7,202202,2,1,1,Others,Family & Relationships
rosettaquinn678,201711,7,0,0,"No description, Others",Family & Relationships
rosettaquinn678,201802,20,0,0,"music, dance, Others, Pets/Animals, Comedy, No description","Pets & Animal Welfare, Humor & Fun, Music & Dance, Family & Relationships"
wildlywillow,201810,6,0,0,"Halloween, Others, music, Others","Music & Dance, Family & Relationships"
